PM10,"PM2,5",NO2,O3,HUMEDAD,LLUVIA,TEMPERATURA,VEL.VIENTO,DIR. VIENTO
20.344,8.34,11.834240000000001,69.96000000000001,52.367999999999995,0.0,29.152000000000005,1.4520000000000002,295.328
21.095999999999997,8.996,14.10728,70.28,51.903999999999996,0.0,29.336000000000002,1.7880000000000003,294.272
22.887999999999998,9.788,12.73624,71.64000000000001,55.83200000000001,0.0,28.492,1.516,296.65599999999995
24.64,10.424,17.96784,52.79,64.84,0.0,26.820000000000004,2.56,305.84000000000003
28.695999999999998,11.612,41.979079999999996,33.89,71.84,0.0,25.6,2.2399999999999998,310.28000000000003
28.703999999999997,13.568000000000001,29.47736,32.45,74.05999999999999,0.0,25.1,2.0,310.43999999999994
28.488,13.596,31.64216,37.59,77.5,0.0,24.62,1.9000000000000004,268.08000000000004
22.427999999999997,9.452,32.52612,31.26,80.06,0.0,24.14,1.92,270.88
22.788,9.675999999999998,22.495879999999996,29.040000000000003,81.20000000000002,0.0,23.82,1.8800000000000001,275.06
23.868000000000002,10.472,37.5232,20.22,78.74000000000001,0.0,23.639999999999997,1.6800000000000002,280.7
21.356,9.664000000000001,36.18824,19.34,79.97999999999999,0.0,23.020000000000003,1.8200000000000003,279.73999999999995
21.119999999999997,10.027999999999999,32.90496,14.57,81.0,0.0,22.9,1.56,278.8
14.456,7.912000000000001,18.47296,34.888859999999994,83.10000000000001,0.3,21.840000000000003,1.4,216.98000000000002
11.036,5.108,9.34472,29.13,88.04,0.52,20.82,1.3399999999999999,285.58
11.128,5.303999999999999,16.07364,30.07,89.03999999999999,0.68,20.56,1.16,281.46000000000004
11.780000000000001,5.912000000000001,18.1302,27.799999999999997,91.17999999999999,0.24,20.380000000000003,1.512,220.34
17.772000000000002,8.048,32.562200000000004,7.279999999999999,89.47999999999999,0.04,20.6,1.5320000000000003,241.32
17.988,8.752,22.44176,19.400000000000002,89.32000000000001,0.2,20.48,1.2399999999999998,237.21999999999997
22.892000000000003,10.231999999999998,34.78112,11.73,87.22,0.32,21.24,1.5,242.38000000000002
22.559999999999995,10.879999999999999,45.04588,28.360000000000003,73.28,0.0,23.940000000000005,1.6,231.66
20.832,9.291999999999998,19.880080000000003,59.510000000000005,59.92,0.0,26.68,1.5599999999999998,233.96000000000004
18.268,7.4319999999999995,11.22088,72.77,50.040000000000006,0.0,29.04,1.36,239.35999999999999
16.732,6.723999999999999,10.679680000000001,65.70816,54.67999999999999,0.0,28.9,1.1600000000000001,234.33999999999997
15.512,5.884,10.625559999999998,59.99,59.220000000000006,0.0,27.98,1.3199999999999998,230.58
15.032,5.824,10.914199999999997,61.33999999999999,58.17999999999999,0.0,28.080000000000002,1.22,225.78000000000003
18.768,6.348,10.373000000000001,58.48,58.85999999999999,0.0,27.78,1.1800000000000002,213.16
19.528,6.660000000000001,18.61728,49.72816,61.839999999999996,0.0,27.119999999999997,1.116,211.85999999999999
18.723999999999997,6.628,20.457359999999998,33.262,69.53999999999999,0.0,25.4,1.468,200.79999999999998
21.468,8.139999999999999,38.407160000000005,23.61,76.0,0.0,24.18,1.6040000000000003,200.59999999999997
21.568000000000005,8.208000000000002,30.126800000000003,26.02974,79.8,0.0,23.54,1.3920000000000001,190.0
20.451999999999998,8.264,36.02588,19.4353,80.35999999999999,0.0,23.3,1.1560000000000001,193.66
22.62,8.9,39.381319999999995,13.190000000000001,80.75999999999999,0.0,22.98,1.5319999999999998,191.06
26.28,10.723999999999998,44.03564,10.77,81.47999999999999,0.0,22.919999999999998,1.48,199.45999999999998
27.419999999999998,10.876000000000001,32.14728,9.7,84.26,0.0,22.700000000000003,1.44,197.01999999999998
28.6,11.652000000000001,37.27063999999999,7.41,82.86,0.0,22.9,1.276,206.61999999999998
25.456,10.452000000000002,34.56464,6.360000000000001,81.74000000000001,0.0,22.859999999999996,1.22,204.59999999999997
24.028,11.068000000000001,16.45248,10.530000000000001,84.58000000000001,0.0,22.02,0.7639999999999999,238.62000000000003
25.335999999999995,12.028,29.72992,14.17,82.14000000000001,0.0,21.92,1.036,172.07999999999998
26.892000000000003,12.603999999999997,16.56072,7.232899999999999,82.61999999999999,0.0,21.839999999999996,0.892,147.0
26.708,11.123999999999999,14.774759999999999,4.55492,81.7,0.0,21.62,1.124,145.2
34.74400000000001,11.684000000000001,18.61728,8.86012,79.11999999999999,0.0,21.82,1.0,138.02
25.968,9.768,23.0912,6.9949200000000005,74.35999999999999,0.0,23.2,1.512,151.2
33.432,11.856,20.33108,13.11,72.53999999999999,0.0,23.86,1.2399999999999998,134.2
31.784,12.716,14.991239999999998,38.94,64.12,0.0,25.880000000000003,0.9400000000000001,120.85999999999999
24.740000000000002,10.160000000000002,13.42176,50.64,58.46,0.0,27.28,0.9199999999999999,133.88000000000002
19.34,7.38,10.643600000000001,52.099999999999994,56.4,0.0,27.939999999999998,0.9520000000000002,128.8
16.86,6.780000000000001,15.297920000000001,49.209999999999994,53.32000000000001,0.0,28.28,1.336,103.28000000000002
16.339999999999996,6.4399999999999995,24.805,50.83,52.739999999999995,0.0,28.52,1.1679999999999997,127.44000000000001
19.360000000000003,7.18,15.18968,63.400000000000006,53.36,0.0,28.78,1.3960000000000004,128.64000000000001
16.82,6.5,14.486120000000001,57.15,57.28000000000001,0.0,28.119999999999997,1.356,124.6
19.6,6.08,11.85228,52.10000000000001,59.580000000000005,0.0,27.459999999999997,1.188,165.44
18.32,6.460000000000001,19.5734,44.0,67.24,0.0,25.72,1.1400000000000001,177.16
18.419999999999998,6.56,34.366200000000006,34.95,74.41999999999999,0.0,24.259999999999998,1.0719999999999998,168.3
17.159999999999997,7.2,40.138999999999996,33.6,77.18,0.0,23.66,0.792,171.16000000000003
18.400000000000002,7.540000000000001,54.9318,23.950000000000003,79.64,0.3,23.279999999999998,0.744,195.54000000000002
19.32,8.76,49.3394,13.75,84.55999999999999,0.54,22.58,1.0519999999999998,133.22
18.56,8.679999999999998,45.2804,9.35,86.46,0.41999999999999993,22.12,0.8960000000000001,201.0
14.7,7.08,41.7626,8.05,86.36000000000001,0.0,21.740000000000002,1.42,175.3
17.94,8.5,33.374,6.63,87.08000000000001,0.33999999999999997,21.66,0.9959999999999999,171.82
10.1,4.319999999999999,11.581679999999999,45.95,89.9,3.62,20.7,1.56,194.28000000000003
9.42,3.6,15.9654,31.75,89.72,0.08,20.36,0.908,154.6
12.379999999999999,4.959999999999999,18.491,24.1,91.10000000000001,0.02,20.380000000000003,1.08,132.16
12.540000000000001,6.08,13.079,29.950000000000003,91.0,0.0,20.28,0.74,156.52000000000004
13.920000000000002,6.34,29.4954,21.35,90.74,0.06000000000000001,20.48,1.1520000000000001,204.44
14.62,5.9399999999999995,38.425200000000004,10.2,89.14,0.02,20.88,1.1480000000000001,159.7
21.740000000000002,9.540000000000001,42.39399999999999,12.95,87.63999999999999,0.0,21.380000000000003,0.9200000000000002,210.24
25.9,11.400000000000002,49.700199999999995,14.600000000000001,86.34,0.04,21.800000000000004,0.632,218.94
17.7,7.68,40.770399999999995,35.05,82.02,0.06,22.580000000000002,0.9199999999999999,220.68
16.619999999999997,5.48,34.3662,51.25,74.0,0.02,23.740000000000002,0.68,213.76000000000005
13.6,4.82,35.3584,44.7,76.0,0.04,23.580000000000002,0.788,224.06
17.359999999999996,6.540000000000001,36.80160000000001,48.199999999999996,75.16000000000001,0.04,24.04,0.736,216.68
17.84,6.0600000000000005,30.217,49.650000000000006,68.94,0.0,25.02,0.6839999999999999,230.73999999999995
14.0,4.9399999999999995,26.248199999999997,45.7,65.97999999999999,0.0,25.44,0.756,237.42
12.879999999999999,4.199999999999999,19.80792,46.05,64.32000000000001,0.0,26.119999999999997,0.932,194.7
12.28,3.9200000000000004,27.366680000000002,35.05,69.03999999999999,0.0,25.159999999999997,0.844,225.0
12.139999999999999,4.38,26.067800000000002,25.35,74.86,0.0,23.759999999999998,0.932,228.92
13.9,4.86,38.1546,17.8,79.36,0.0,22.9,0.992,254.4
14.459999999999999,5.4,42.9352,15.200000000000001,80.24,0.0,22.619999999999997,1.112,222.16
14.559999999999999,5.92,35.7192,16.9,80.08000000000001,0.0,22.42,0.9359999999999999,237.14000000000001
12.459999999999999,5.42,45.0098,8.350000000000001,82.96,0.18,21.880000000000003,0.7040000000000001,161.96
14.819999999999999,6.6,38.786,4.05,89.58,0.13999999999999999,21.18,0.9400000000000001,177.20000000000002
15.66,6.82,28.232599999999998,13.530000000000001,90.58000000000001,0.0,20.919999999999998,1.172,188.29999999999998
14.680000000000001,6.139999999999999,20.114600000000003,7.9,91.20000000000002,0.0,20.78,1.2400000000000002,203.92
15.059999999999999,5.659999999999999,24.2638,8.2,89.88000000000001,0.0,20.7,1.3160000000000003,181.68
15.1,6.080000000000001,17.7694,5.43,91.03999999999999,0.0,20.64,1.1,195.68
18.44,7.74,25.8874,3.7,90.75999999999999,0.0,20.46,1.3399999999999999,229.0
21.279999999999998,8.38,17.047800000000002,1.9900000000000002,91.58000000000001,0.0,20.240000000000002,1.5399999999999998,236.88000000000002
21.92,9.280000000000001,18.491,1.6600000000000001,91.03999999999999,0.0,20.02,1.5799999999999998,265.14
19.939999999999998,7.88,16.9576,6.25,86.6,0.0,20.56,1.9,229.73999999999995
19.340000000000003,7.859999999999999,15.8752,13.0,74.29999999999998,0.02,23.020000000000003,2.04,246.35999999999999
17.880000000000003,8.059999999999999,19.4832,31.25,66.47999999999999,0.0,24.6,1.8199999999999998,235.35999999999999
16.46,7.26,8.4788,55.6,57.67999999999999,0.04,26.7,1.9200000000000004,238.38000000000002
14.459999999999999,6.08,4.8708,69.15,52.04,0.0,28.139999999999997,2.04,267.56000000000006
14.579999999999998,6.1,9.2906,55.7,57.8,0.0,27.32,1.8399999999999999,283.82
14.2,5.720000000000001,7.216,48.55,59.34000000000001,0.0,27.399999999999995,1.8800000000000001,294.68
12.920000000000002,5.64,4.4198,46.900000000000006,58.92,0.0,27.580000000000002,2.04,244.37999999999997
11.84,5.839999999999999,7.0356,51.2,58.82000000000001,0.0,27.4,2.04,216.21999999999997
10.4,4.42,5.7728,51.849999999999994,56.379999999999995,0.0,27.940000000000005,2.1399999999999997,296.28
11.219999999999997,4.32,9.8318,43.45,62.44,0.0,26.540000000000003,2.2,283.82000000000005
10.84,4.4,13.2594,39.599999999999994,69.31999999999998,0.0,25.44,2.62,279.38
12.499999999999998,4.9,20.2048,32.900000000000006,75.06,0.0,24.419999999999998,2.6599999999999997,307.76000000000005
12.459999999999999,5.040000000000001,32.021,24.700000000000003,78.5,0.0,23.96,3.1399999999999997,297.28000000000003
13.879999999999999,5.34,29.856199999999998,24.3,80.94,0.0,23.559999999999995,3.22,290.88
13.239999999999998,5.08,17.4086,27.950000000000003,82.44000000000001,0.0,23.36,3.46,299.8
11.32,4.6,18.5812,23.5,83.76,0.0,23.099999999999998,3.1,299.23999999999995
12.0,4.62,10.5534,24.25,82.82,0.0,22.82,3.3,296.4
10.620000000000001,3.7599999999999993,0.9922,36.6,82.58000000000001,0.0,22.080000000000002,3.12,290.12
9.280000000000001,3.44,0.0,31.55,81.82,0.0,21.959999999999997,3.2399999999999998,299.58000000000004
12.239999999999998,4.6,0.3608,16.0,82.14,0.0,22.040000000000006,3.04,307.84
14.959999999999999,5.68,10.914200000000001,3.75,85.28,0.0,21.96,3.3,313.52
15.779999999999998,5.74,21.1068,0.25,88.67999999999999,0.0,21.619999999999997,3.0,308.0
16.94,5.9,21.0166,5.05,87.6,0.0,21.520000000000003,3.04,302.84
22.060000000000002,6.58,17.047800000000002,1.55,81.18,0.0,22.54,2.6399999999999997,299.04
19.22,6.0600000000000005,22.099,14.399999999999999,69.25999999999999,0.0,24.839999999999996,2.68,250.52000000000004
18.6,5.900000000000001,29.224800000000002,33.35,59.779999999999994,0.0,27.0,2.68,256.52000000000004
17.68,6.140000000000001,18.6714,58.800000000000004,51.86,0.0,28.860000000000003,2.5999999999999996,257.38
17.48,6.24,3.1569999999999996,71.9,46.379999999999995,0.0,30.32,2.42,264.5
28.4,6.580000000000001,8.7494,62.35,57.17999999999999,0.0,28.639999999999997,2.36,247.78000000000003
13.580000000000002,5.1000000000000005,4.6002,53.099999999999994,58.98,0.0,28.1,2.22,257.76000000000005
12.84,5.32,3.7884,52.949999999999996,56.14,0.0,28.52,2.3,258.5
17.0,6.24,13.7104,46.1,59.379999999999995,0.0,27.879999999999995,2.6399999999999997,256.94
18.919999999999998,6.959999999999999,18.942,45.55,64.32000000000001,0.0,26.860000000000003,2.34,261.64
23.380000000000003,8.040000000000001,33.1936,35.0,68.9,0.0,25.98,2.0599999999999996,255.62000000000003
26.368000000000002,9.588000000000001,55.7436,20.45,71.96000000000001,0.0,25.340000000000003,2.48,249.54000000000002
24.64,9.46,68.8226,8.85,75.84,0.0,24.680000000000003,2.2,266.98
24.84,9.139999999999999,64.6734,3.5,75.68,0.0,24.48,2.2399999999999998,275.62
22.84,8.3,52.6768,7.99,75.66,0.0,24.220000000000002,1.7399999999999998,273.18
25.839999999999996,8.16,40.7704,9.799999999999999,76.64,0.0,23.68,1.7799999999999998,280.16
24.46,8.08,20.5656,14.45,76.0,0.0,23.380000000000003,1.48,214.12000000000003
25.419999999999998,9.219999999999999,29.766,4.699999999999999,77.92,0.0,23.060000000000002,1.4,230.45999999999998
24.720000000000002,8.639999999999999,29.766,6.01,79.3,0.0,22.640000000000004,1.4599999999999997,246.76
24.740000000000002,9.04,22.6402,7.8,79.56,0.0,22.22,1.6800000000000002,223.14000000000001
20.7,8.02,20.2048,6.3999999999999995,78.5,0.0,22.14,1.2600000000000002,205.85999999999999
16.18,6.62,9.6514,27.400000000000002,82.08,0.3600000000000001,21.680000000000003,1.0799999999999998,239.21999999999997
13.940000000000001,5.16,11.3652,34.2,85.03999999999999,0.0,21.020000000000003,0.9480000000000001,210.78000000000003
15.299999999999997,5.62,27.7816,21.5,86.16,0.0,20.76,1.132,179.0
20.86,7.640000000000001,57.367200000000004,13.62,85.86,0.02,20.740000000000002,1.06,246.35999999999999
30.339999999999996,9.940000000000001,67.199,7.95,81.72,0.0,21.659999999999997,0.916,234.48000000000002
33.98,11.4,48.888400000000004,22.549999999999997,73.08000000000001,0.0,23.28,0.9399999999999998,287.86
33.080000000000005,10.540000000000001,31.660199999999996,43.64999999999999,64.12,0.0,25.24,1.2799999999999998,156.4
15.160000000000002,4.66,22.7304,64.55000000000001,58.720000000000006,0.0,26.0,1.3800000000000001,276.04
14.62,4.260000000000001,15.5144,66.55,59.08,0.0,26.359999999999996,1.7600000000000002,285.96000000000004
13.84,4.24,15.694800000000003,71.25,57.28000000000001,0.0,26.940000000000005,1.5599999999999998,295.4599999999999
11.9,3.7600000000000002,7.4866,64.05000000000001,58.9,0.0,26.499999999999993,1.7400000000000002,247.95999999999998
13.059999999999999,4.08,11.0044,60.75,60.08,0.0,25.8,1.8800000000000001,236.38000000000002
13.24,3.8600000000000003,14.7026,53.85000000000001,61.160000000000004,0.0,25.679999999999996,1.9400000000000002,229.6
14.16,4.06,17.047800000000002,52.15,61.54,0.0,25.56,1.8199999999999998,231.54000000000002
15.640000000000004,4.4399999999999995,28.5032,42.0,67.62,0.0,24.32,1.9,233.04000000000002
21.080000000000002,5.4,67.8304,24.4,71.02000000000001,0.0,23.46,1.7720000000000002,282.46
25.859999999999996,7.5,81.45060000000001,11.2,72.06000000000002,0.0,23.18,1.9439999999999997,260.44
22.92,6.980000000000001,81.3604,11.21,71.54,0.0,22.98,1.72,199.7
24.04,7.24,68.8226,8.700000000000001,70.72,0.0,22.859999999999996,1.9240000000000002,207.35999999999999
22.26,7.2,51.1434,13.700000000000001,75.3,0.0,22.4,1.8760000000000001,285.3
24.979999999999997,8.080000000000002,51.1434,6.550000000000001,76.32,0.0,22.140000000000004,2.0,306.08000000000004
30.579999999999995,9.86,60.5242,6.7,83.3,0.0,21.44,1.9200000000000004,295.8
23.040000000000003,7.659999999999999,49.2492,7.6,80.0,0.0,21.4,2.08,287.18
18.16,6.779999999999999,37.2526,4.5,79.88000000000001,0.0,21.240000000000002,2.0,258.46000000000004
19.860000000000003,6.9,31.660200000000003,1.65,83.1,0.0,20.9,1.9,216.18
28.879999999999995,9.9,37.2526,8.72,85.67999999999999,0.0,20.72,1.9920000000000002,228.97999999999996
30.019999999999992,9.879999999999999,30.3072,8.0,84.84,0.0,20.560000000000002,1.98,224.16
38.44,12.8,31.840600000000002,5.34,85.14,0.0,20.660000000000004,1.3159999999999998,272.84000000000003
42.52,14.8,50.06099999999999,9.22,73.84,0.0,22.580000000000002,1.4040000000000001,275.68
44.12,14.080000000000002,66.297,23.1,63.7,0.0,24.98,1.624,292.0
28.160000000000004,10.34,33.464200000000005,70.85,52.67999999999999,0.0,27.22,1.3079999999999998,262.12
24.86,8.440000000000001,19.6636,90.55,49.16,0.0,28.02,1.4599999999999997,245.44
19.68,6.6800000000000015,17.336440000000003,70.5,53.61999999999999,0.0,27.620000000000005,1.6599999999999997,234.3
14.820000000000002,5.12,9.12824,64.0,53.06,0.0,28.160000000000004,1.4400000000000002,257.94
14.039999999999997,4.38,8.42468,60.05,54.279999999999994,0.0,27.98,1.6199999999999999,237.21999999999997
15.620000000000001,4.6000000000000005,9.110199999999999,59.6,54.7,0.0,28.0,1.58,211.13999999999996
17.159999999999997,5.160000000000001,10.22868,58.3,54.379999999999995,0.0,28.160000000000004,1.588,234.28000000000003
15.98,5.0,12.15896,51.15,60.75999999999999,0.0,26.839999999999996,1.48,236.17999999999998
17.619999999999997,5.42,26.2482,37.8,66.66,0.0,25.5,1.6,236.43999999999997
15.680000000000001,5.260000000000001,36.08,30.6,71.7,0.0,24.64,1.5640000000000003,174.8
17.139999999999997,5.88,39.0566,27.9,74.97999999999999,0.0,24.04,1.6,214.4
17.18,5.76,38.786,24.25,76.34,0.0,23.66,1.4,233.86000000000004
17.86,5.800000000000002,36.8016,21.65,77.36000000000001,0.0,23.3,1.2,189.35999999999999
15.680000000000001,5.18,19.5734,24.6,73.16,0.0,22.919999999999998,1.1119999999999999,276.66
12.36,4.62,20.457359999999998,21.1,75.9,0.0,22.2,1.1280000000000001,234.28000000000003
14.1,5.36,6.314,21.25,79.8,0.0,21.639999999999997,0.9999999999999998,234.66
15.52,5.700000000000001,15.20772,22.4,82.4,0.0,21.279999999999998,0.828,249.0
14.48,5.82,11.3652,21.0,80.06,0.0,21.540000000000003,0.9800000000000001,268.71999999999997
14.579999999999998,5.64,6.674799999999999,18.35,81.62,0.0,21.32,0.932,239.54000000000002
16.32,5.74,2.3452,8.85,81.35999999999999,0.0,21.1,0.844,236.14000000000001
19.96,6.88,13.8006,3.15,82.74,0.0,21.04,1.08,250.47999999999996
20.979999999999997,6.88,28.2326,1.85,83.9,0.0,21.160000000000004,1.08,260.36
25.920000000000005,8.86,24.2638,11.4,81.69999999999999,0.0,21.8,1.016,241.14000000000001
22.44,7.639999999999999,13.890799999999999,33.15,76.3,0.0,22.82,0.9800000000000001,247.0
21.868,7.136,15.2438,43.2,67.5,0.0,24.7,0.9,177.86
25.060000000000002,9.1,14.1614,61.9,58.2,0.0,26.619999999999997,0.8800000000000001,194.11999999999998
25.26,10.1,8.0278,82.60000000000001,51.08,0.0,28.46,1.1800000000000002,159.35999999999999
20.54,7.3,1.5334,70.15,48.1,0.0,29.060000000000002,1.26,179.88000000000002
16.2,5.220000000000001,9.02,46.6,58.48,0.48,27.76,1.24,186.16000000000003
21.06,7.639999999999999,30.758200000000002,40.349999999999994,75.34,0.8,24.94,1.1800000000000002,181.64000000000001
15.279999999999998,5.480000000000001,32.472,30.65,79.56,0.0,23.96,1.0559999999999998,187.1
17.939999999999998,5.66,30.3072,27.35,80.11999999999999,0.0,23.6,0.9199999999999999,205.54000000000002
17.36,6.24,36.2604,22.200000000000003,81.3,0.0,23.080000000000002,1.2600000000000002,242.03999999999996
20.08,6.18,56.916199999999996,12.6,82.08,0.0,22.92,1.24,258.18
17.979999999999997,6.06,57.096599999999995,9.8,82.74,0.0,22.82,1.3800000000000001,200.62000000000003
16.020000000000003,5.6000000000000005,45.6412,14.85,83.36,0.0,22.639999999999997,1.6199999999999999,209.34
15.6,5.5200000000000005,41.4018,13.2,85.47999999999999,0.0,22.260000000000005,1.488,198.74
18.9,6.9799999999999995,46.8138,6.75,87.0,0.0,21.98,1.06,219.04000000000002
16.2,5.9,27.871799999999997,16.35,87.3,0.04,21.8,1.26,192.54
14.959999999999999,5.779999999999999,20.80012,28.75,87.4,0.0,21.759999999999998,1.424,190.54000000000002
16.68,6.0200000000000005,29.54952,18.15,89.96,0.0,21.419999999999998,1.1560000000000001,150.38000000000002
17.979999999999997,7.040000000000001,26.843519999999998,15.3,90.02000000000001,0.0,21.42,1.3,177.88
18.94,7.840000000000001,31.24528,15.0,91.22,0.0,21.16,1.3400000000000003,199.39999999999998
19.479999999999997,8.059999999999999,26.139960000000002,12.65,90.24,0.0,21.22,1.5000000000000002,199.7
22.62,10.34,22.369600000000002,2.95,91.22,0.9400000000000001,21.160000000000004,1.72,216.84
23.380000000000003,11.96,25.1658,0.62,90.56,2.0,21.04,1.5399999999999998,230.61999999999998
23.419999999999998,11.32,31.119,8.370000000000001,90.12,0.86,21.28,1.42,244.71999999999997
21.380000000000003,11.16,32.8328,11.25,85.78,0.08,22.419999999999998,1.36,217.94
